date,ticker,action,price,shares,value,pnl,pnl_pct,entry_price,entry_date
2023-10-23,AAPL,BUY,280.58,3.5640459049112554,1000.0,,,,
2023-10-23,AMZN,BUY,230.17,3.9101533649042013,900.0,,,,
2023-10-23,MSFT,BUY,94.08,8.60969387755102,810.0,,,,
2023-10-23,TSLA,BUY,164.18,4.440248507735412,729.0,,,,
2023-10-24,AAPL,SELL,280.81,3.5640459049112554,1000.8197305581297,0.8197305581296536,0.08197305581296721,280.58,2023-10-23
2023-10-25,AAPL,BUY,279.83,2.7022905801944503,756.181973055813,,,,
2023-10-25,AMZN,SELL,228.42,3.9101533649042013,893.1572316114176,-6.8427683885823525,-0.760307598731369,230.17,2023-10-23
2023-10-25,TSLA,SELL,165.12,4.440248507735412,733.1738335972713,4.173833597271278,0.572542331587278,164.18,2023-10-23
2023-10-26,AAPL,SELL,279.64,2.7022905801944503,755.6685378455761,-0.5134352102369394,-0.06789836686559303,279.83,2023-10-25
2023-10-26,AMZN,BUY,229.5,4.0033278259505805,918.7637360556582,,,,
2023-10-26,GOOG,BUY,138.33,5.97764304525477,826.8873624500924,,,,
2023-10-27,AMZN,SELL,228.72,4.0033278259505805,915.6411403514168,-3.122595704241457,-0.3398692810457571,229.5,2023-10-26
2023-10-27,MSFT,SELL,100.16,8.60969387755102,862.3469387755101,52.34693877551019,6.4625850340136015,94.08,2023-10-23
2023-10-27,TSLA,BUY,167.72,5.497242035045171,921.9974341177762,,,,
2023-10-30,AAPL,BUY,277.66,2.9885388270042434,829.7976907059983,,,,
2023-10-30,AMZN,BUY,227.43,3.2837265164463725,746.8179216353985,,,,
2023-10-30,GOOG,SELL,137.56,5.97764304525477,822.2845773052462,-4.6027851448462345,-0.5566399190341964,138.33,2023-10-26
2023-10-30,MSFT,BUY,98.95,7.623694666017012,754.3645872023833,,,,
2023-10-30,TSLA,SELL,166.7,5.497242035045171,916.39024724203,-5.607186875746131,-0.6081564512282478,167.72,2023-10-27
2023-10-31,AMZN,SELL,227.45,3.2837265164463725,746.8835961657273,0.06567453032886772,0.008793914611082698,227.43,2023-10-30
2023-10-31,MSFT,SELL,100.57,7.623694666017012,766.7149725613308,12.350385358947486,1.6371905002526388,98.95,2023-10-30
2023-11-01,AAPL,SELL,277.36,2.9885388270042434,828.901129057897,-0.896561648101307,-0.10804581142405123,277.66,2023-10-30
2023-11-01,AMZN,BUY,228.04,4.406319606142973,1004.8171229848435,,,,
2023-11-01,GOOG,BUY,138.35,6.536576875217631,904.3354106863592,,,,
2023-11-01,TSLA,BUY,165.45,4.9193222702793795,813.9018696177233,,,,
2023-11-02,AAPL,BUY,275.83,2.6556635705178953,732.5116826559511,,,,
2023-11-02,AMZN,SELL,227.86,4.406319606142973,1004.0239854557379,-0.79313752910564,-0.07893352043499835,228.04,2023-11-01
2023-11-03,AAPL,SELL,276.32,2.6556635705178953,733.8129578055048,1.3012751495537929,0.17764565130695686,275.83,2023-11-02
2023-11-03,MSFT,BUY,98.81,8.430768229090983,833.0442087164801,,,,
2023-11-06,GOOG,SELL,138.6,6.536576875217631,905.9695549051636,1.6341442188044077,0.18070112034693775,138.35,2023-11-01
2023-11-06,MSFT,SELL,96.83,8.430768229090983,816.3512876228799,-16.69292109360018,-2.003845764598733,98.81,2023-11-03
2023-11-06,TSLA,SELL,164.32,4.9193222702793795,808.3430354523076,-5.558834165415677,-0.6829857963130848,165.45,2023-11-01
2023-11-07,AAPL,BUY,275.24,3.643388227157634,1002.8061756428672,,,,
2023-11-07,TSLA,BUY,166.2,5.4303583518566825,902.5255580785806,,,,
2023-11-08,AAPL,SELL,276.38,3.643388227157634,1006.9596382218268,4.153462578959653,0.41418398488590746,275.24,2023-11-07
2023-11-08,AMZN,BUY,230.81,3.955500048060765,912.9689660929051,,,,
2023-11-08,MSFT,BUY,99.92,8.223299334303588,821.6720694836146,,,,
2023-11-08,TSLA,SELL,166.03,5.4303583518566825,901.602397158765,-0.9231609198155681,-0.10228640192538885,166.2,2023-11-07
2023-11-09,AAPL,BUY,276.55,3.000054609477959,829.6651022511296,,,,
2023-11-09,GOOG,BUY,135.79,5.4989218059210305,746.6985920260167,,,,
